1991,3,,Fresno State,Big West,7,123,191,1777,9.3,10.1,17,4,167.7,58,213,3.7
1991,4,Rick Mirer,Notre Dame,Ind,12,132,234,2117,9.0,8.7,18,10,149.2,75,306,4.1
1991,5,J.J. Joe,Baylor,SWC,11,109,206,1853,9.0,7.9,7,8,131.9,116,147,1.3
1991,6,Shane Matthews,Florida,SEC,11,218,361,3130,8.7,8.0,28,18,148.8,50,10,0.2
1991,7,Marvin Graves,Syracuse,Big East,11,131,221,1912,8.7,7.3,10,11,136.9,99,-148,-1.5
1991,8,Keithen McCant,Nebraska,Big 8,11,97,168,1454,8.7,8.1,13,8,146.5,117,654,5.6
1991,9,Tony Sacca,Penn State,Ind,12,169,292,2488,8.5,9.2,21,5,149.8,84,-61,-0.7
1991,10,Matt Blundin,Virginia,ACC,9,135,224,1902,8.5,10.2,19,0,159.6,30,10,0.3
1991,11,Matt Veatch,San Jose State,Big West,9,110,206,1752,8.5,7.6,9,8,131.5,18,10,0.6
1991,12,Troy Kopp,Pacific,Big West,12,275,449,3767,8.4,8.4,37,16,151.8,47,-81,-1.7
1991,13,Jeff Blake,East Carolina,Ind,11,203,368,3073,8.4,8.9,28,8,146.1,77,109,1.4
1991,14,Gino Torretta,Miami (FL),Big East,11,205,371,3095,8.3,8.5,20,8,138.8,49,60,1.2
1992,1,Marvin Graves,Syracuse,Big East,11,146,242,2296,9.5,8.4,14,12,149.2,118,133,1.1
1992,2,J.J. Joe,Baylor,SWC,11,88,189,1765,9.3,7.7,14,13,135.7,135,378,2.8
1992,3,Ryan Hancock,Brigham Young,WAC,9,165,288,2635,9.1,8.3,17,13,144.6,33,-49,-1.5
1992,4,Eric Zeier,Georgia,SEC,11,151,258,2248,8.7,7.6,12,12,137.8,37,-131,-3.5
1992,5,Bert Emanuel,Rice,SWC,11,94,180,1558,8.7,8.4,11,6,138.4,163,680,4.2
1992,6,Glenn Foley,Boston College,Big East,11,146,265,2231,8.4,7.5,15,12,135.4,35,-106,-3.0
1992,7,Kordell Stewart,Colorado,Big 8,9,151,252,2109,8.4,7.7,12,9,138.8,60,-18,-0.3
1992,8,Cale Gundy,Oklahoma,Big 8,11,131,227,1914,8.4,6.3,9,15,128.4,47,-26,-0.6
1992,9,,Fresno State,WAC,13,188,360,3000,8.3,7.8,21,14,133.7,80,90,1.1
1992,10,,Michigan,Big Ten,12,129,199,1640,8.2,7.2,17,12,150.2,15,-50,-3.3
1992,11,Charles Puleri,New Mexico State,Big West,11,189,349,2788,8.0,7.0,16,15,127.8,63,-157,-2.5
1992,12,Rick Mirer,Notre Dame,Ind,11,120,234,1876,8.0,8.1,15,6,134.7,68,158,2.3
1992,13,Joe Youngblood,Central Michigan,MAC,11,161,278,2209,7.9,7.1,18,13,136.7,51,-61,-1.2
1992,14,Steve Taneyhill,South Carolina,SEC,9,86,162,1272,7.9,7.0,7,6,125.9,42,-95,-2.3
1993,1,,West Virginia,Big East,11,110,174,1688,9.7,10.3,12,3,164.0,69,166,2.4
1993,2,,Fresno State,WAC,12,254,396,3799,9.6,10.5,30,5,167.2,40,-113,-2.8
1993,3,,California,Pac-10,13,187,275,2619,9.5,9.1,21,12,164.5,75,-98,-1.3
1993,4,John Walsh,Brigham Young,WAC,11,244,397,3727,9.4,9.1,28,15,156.0,83,-307,-3.7
1993,5,Glenn Foley,Boston College,Big East,11,222,363,3397,9.4,9.5,25,10,157.0,26,-44,-1.7
1993,6,Marvin Graves,Syracuse,Big East,11,171,280,2547,9.1,8.4,15,11,147.3,102,149,1.5
1993,7,Mike McCoy,Utah,WAC,12,276,430,3860,9.0,8.9,21,10,151.1,99,109,1.1
1993,8,Danny O'Neil,Oregon,Pac-10,11,223,360,3224,9.0,8.3,22,15,149.0,97,-137,-1.4
1993,9,Maurice DeShazo,Virginia Tech,Big East,11,129,230,2080,9.0,9.6,22,7,157.5,83,97,1.2
1993,10,Tim Gutierrez,San Diego State,WAC,12,208,341,3033,8.9,9.0,24,10,153.1,36,-209,-5.8
1993,11,Chris Vargas,Nevada,Big West,11,331,490,4265,8.7,8.4,34,18,156.2,45,67,1.5
1993,12,,Wisconsin,Big Ten,12,187,276,2390,8.7,8.2,19,11,155.2,35,-3,-0.1
1993,13,Jason Stanicek,North Carolina,ACC,12,139,217,1878,8.7,7.7,12,10,145.8,109,406,3.7
1993,14,Jeff Brohm,Louisville,Ind,11,185,304,2626,8.6,8.6,20,9,149.2,78,45,0.6
1994,1,Kerry Collins,Penn State,Big Ten,11,176,264,2679,10.1,10.5,21,7,172.9,12,-19,-1.6
1994,2,,Southern California,Pac-10,11,186,276,2499,9.1,9.2,15,6,157.0,67,-235,-3.5
1994,3,John Gustin,Wyoming,WAC,12,181,306,2757,9.0,8.2,17,13,144.7,72,38,0.5
